Soil_Type,Soil_pH,Moisture_Level,Season,Location_Region,Previous_Crop,Recommended_Crop
Loamy,4.51,Low,Zaid,Tamil Nadu,Groundnut,Cumin
Clay,5.67,Medium,Rabi,Punjab,Cotton,Maize
Black,4.67,High,Rabi,Punjab,Wheat,Groundnut
Red,8.08,Medium,Rabi,Tamil Nadu,Pulses,Maize
Red,7.26,High,Kharif,Kerala,Maize,Groundnut
Red,7.19,Low,Rabi,Haryana,Maize,Pulses
Laterite,7.73,Low,Zaid,Maharashtra,Rice,Soybean
Clay,8.46,High,Zaid,Telangana,Rice,Groundnut
Sandy,4.82,High,Rabi,Gujarat,Wheat,Cotton
Loamy,6.32,High,Rabi,Punjab,Rice,Groundnut
Black,5.15,Medium,Zaid,Uttar Pradesh,Sugarcane,Pulses
Red,5.38,Medium,Rabi,Uttar Pradesh,Groundnut,Groundnut
Laterite,4.5,Medium,Rabi,Haryana,Sugarcane,Soybean
Laterite,7.45,Medium,Zaid,Kerala,Maize,Pulses
Laterite,7.91,High,Rabi,Tamil Nadu,None,Cumin
Loamy,7.91,High,Zaid,Karnataka,Rice,Soybean
Red,5.07,Medium,Kharif,Gujarat,Rice,Soybean
Black,8.07,Low,Rabi,Uttar Pradesh,Groundnut,Soybean
Alluvial,6.24,Medium,Rabi,Tamil Nadu,Pulses,Rice
Clay,7.37,High,Kharif,Telangana,Wheat,Cumin
Sandy,5.9,Low,Zaid,Telangana,Groundnut,Maize
Clay,6.81,High,Rabi,Gujarat,Sugarcane,Soybean
Loamy,8.02,High,Kharif,Karnataka,Sugarcane,Soybean
Sandy,5.54,High,Kharif,Maharashtra,Groundnut,Maize
Laterite,5.52,High,Rabi,Karnataka,Rice,Cumin
Clay,6.11,High,Zaid,Uttar Pradesh,Groundnut,Sugarcane
Alluvial,6.32,Low,Kharif,Maharashtra,Wheat,Banana
Loamy,7.92,High,Kharif,Gujarat,Wheat,Wheat
Loamy,4.86,High,Zaid,Maharashtra,Groundnut,Sugarcane
Red,6.56,Low,Kharif,Bihar,Maize,Banana
Sandy,6.61,Medium,Kharif,Telangana,Wheat,Cumin
Red,6.05,Medium,Rabi,Punjab,Wheat,Banana
Sandy,6.32,High,Zaid,Punjab,None,Wheat
Sandy,7.29,High,Zaid,Haryana,Wheat,Banana
Sandy,7.19,Low,Kharif,Telangana,Sugarcane,Maize
Alluvial,8.17,High,Rabi,Telangana,Sugarcane,Cumin
Loamy,6.41,Medium,Zaid,Karnataka,Rice,Cotton
Loamy,8.1,Low,Kharif,Tamil Nadu,Groundnut,Wheat
Clay,5.42,High,Zaid,Maharashtra,Maize,Cotton
Alluvial,7.32,Medium,Zaid,Punjab,Maize,Maize
Laterite,5.66,High,Rabi,Gujarat,Pulses,Groundnut
Loamy,7.45,High,Rabi,Tamil Nadu,Cotton,Maize
Clay,4.94,High,Rabi,Karnataka,Groundnut,Wheat
Laterite,5.05,Medium,Rabi,Haryana,Wheat,Cumin
Loamy,4.51,Low,Zaid,Maharashtra,Cotton,Pulses
Sandy,6.59,Low,Rabi,Punjab,Sugarcane,Soybean
Loamy,5.38,High,Zaid,Haryana,Sugarcane,Groundnut
Laterite,6.27,Medium,Zaid,Uttar Pradesh,Wheat,Maize
Black,6.55,High,Zaid,Gujarat,Wheat,Sugarcane
Loamy,6.87,Low,Rabi,Punjab,Wheat,Wheat
Alluvial,4.93,Low,Kharif,Bihar,Rice,Soybean
Clay,5.93,Low,Rabi,Maharashtra,Pulses,Soybean
Sandy,5.03,Medium,Zaid,Uttar Pradesh,None,Wheat
Sandy,4.65,High,Zaid,Gujarat,Cotton,Maize
Sandy,7.23,Low,Kharif,Maharashtra,None,Pulses
Red,6.51,Low,Kharif,Uttar Pradesh,Cotton,Rice
Loamy,8.3,Low,Kharif,Punjab,Rice,Banana
Red,6.8,High,Kharif,Maharashtra,None,Cumin
Black,5.01,Medium,Zaid,Bihar,Pulses,Maize
Sandy,5.9,High,Rabi,Kerala,None,Groundnut
Red,6.38,Low,Zaid,Punjab,Maize,Pulses
Red,6.99,Medium,Kharif,Haryana,Cotton,Maize
Laterite,5.85,Low,Zaid,Punjab,Wheat,Cotton
Black,8.07,High,Zaid,Uttar Pradesh,Groundnut,Rice
Loamy,5.91,Low,Rabi,Bihar,None,Wheat
Alluvial,7.41,Medium,Rabi,Karnataka,None,Rice
Red,6.9,Low,Zaid,Haryana,Groundnut,Soybean
Loamy,5.98,Medium,Rabi,Haryana,Maize,Sugarcane
Laterite,6.84,High,Zaid,Tamil Nadu,None,Banana
Alluvial,7.1,High,Zaid,Maharashtra,Groundnut,Wheat
Laterite,6.84,Medium,Rabi,Kerala,None,Sugarcane
Clay,8.49,High,Kharif,Karnataka,Wheat,Pulses
Alluvial,5.99,High,Zaid,Maharashtra,Rice,Cumin
Sandy,4.83,Medium,Rabi,Karnataka,Groundnut,Sugarcane
Alluvial,7.95,Low,Zaid,Karnataka,Rice,Groundnut
Clay,6.59,Low,Rabi,Karnataka,Cotton,Rice
Sandy,5.32,High,Zaid,Karnataka,None,Rice
Black,6.11,Low,Zaid,Haryana,Groundnut,Soybean
Alluvial,6.35,High,Rabi,Karnataka,Pulses,Cumin
Alluvial,5.44,Low,Zaid,Telangana,Maize,Cumin
Laterite,5.41,Low,Kharif,Bihar,Maize,Pulses
Laterite,6.69,Low,Zaid,Telangana,Maize,Cotton
Alluvial,5.33,Medium,Rabi,Karnataka,Sugarcane,Wheat
Sandy,5.08,Low,Zaid,Bihar,Sugarcane,Pulses
Sandy,7.25,High,Zaid,Bihar,None,Banana
Sandy,7.18,Medium,Rabi,Punjab,Maize,Rice
Loamy,8.26,Medium,Kharif,Kerala,Maize,Sugarcane
Sandy,8.31,High,Zaid,Karnataka,Wheat,Pulses
Loamy,5.17,Medium,Zaid,Punjab,Sugarcane,Groundnut
Alluvial,5.75,High,Zaid,Kerala,Pulses,Banana
Alluvial,7.96,High,Rabi,Punjab,Pulses,Cumin
Alluvial,7.98,Low,Rabi,Telangana,Cotton,Groundnut
Alluvial,5.41,High,Zaid,Tamil Nadu,Pulses,Groundnut
Sandy,7.58,Medium,Zaid,Bihar,Maize,Cumin
Red,7.49,Medium,Zaid,Punjab,None,Rice
Loamy,4.86,High,Zaid,Punjab,Maize,Rice
Red,7.36,Low,Kharif,Maharashtra,Pulses,Sugarcane
Clay,8.15,High,Zaid,Telangana,Cotton,Maize
Loamy,8.08,Medium,Rabi,Tamil Nadu,Rice,Groundnut
Laterite,7.56,High,Rabi,Haryana,None,Pulses
Red,7.44,Low,Zaid,Maharashtra,Rice,Cumin
Laterite,6.43,Low,Rabi,Kerala,Cotton,Banana
Laterite,6.96,Medium,Zaid,Tamil Nadu,Pulses,Maize
Alluvial,7.09,Low,Zaid,Uttar Pradesh,Wheat,Cotton
Loamy,7.72,Medium,Rabi,Gujarat,Groundnut,Soybean
Alluvial,4.68,Medium,Zaid,Bihar,Maize,Soybean
Laterite,7.75,High,Zaid,Maharashtra,Wheat,Cotton
Alluvial,6.86,Medium,Rabi,Telangana,Groundnut,Groundnut
Red,4.56,Medium,Zaid,Uttar Pradesh,Groundnut,Groundnut
Alluvial,7.7,Low,Rabi,Telangana,Groundnut,Pulses
Laterite,5.3,Medium,Rabi,Haryana,None,Cotton
Loamy,7.01,High,Zaid,Karnataka,Rice,Maize
Loamy,6.73,Low,Kharif,Gujarat,Sugarcane,Pulses
Laterite,4.69,High,Rabi,Haryana,None,Rice
Alluvial,6.0,Low,Rabi,Uttar Pradesh,Rice,Pulses
Loamy,5.09,Medium,Kharif,Kerala,Wheat,Maize
Sandy,7.51,Low,Zaid,Karnataka,Rice,Sugarcane
Red,4.86,High,Rabi,Uttar Pradesh,Groundnut,Banana
Black,6.94,High,Zaid,Haryana,None,Soybean
Black,4.95,Low,Kharif,Uttar Pradesh,Cotton,Cotton
Loamy,5.87,Low,Kharif,Maharashtra,Rice,Sugarcane
Red,5.69,Medium,Rabi,Punjab,Wheat,Sugarcane
Clay,6.7,High,Rabi,Tamil Nadu,Maize,Maize
Clay,5.42,Low,Zaid,Karnataka,Cotton,Banana
Sandy,6.05,Low,Rabi,Punjab,None,Wheat
Black,8.34,High,Rabi,Bihar,Cotton,Maize
Alluvial,4.91,High,Rabi,Haryana,None,Groundnut
Laterite,6.94,Medium,Kharif,Bihar,Sugarcane,Rice
Loamy,5.32,Medium,Zaid,Bihar,Sugarcane,Groundnut
Laterite,4.99,High,Zaid,Karnataka,Sugarcane,Pulses
Sandy,8.08,Medium,Rabi,Telangana,None,Pulses
Alluvial,8.44,Low,Kharif,Karnataka,Pulses,Rice
Black,5.83,High,Zaid,Telangana,Groundnut,Sugarcane
Loamy,5.11,High,Rabi,Maharashtra,Pulses,Maize
Alluvial,5.85,High,Rabi,Kerala,None,Soybean
Clay,7.61,Low,Zaid,Karnataka,Pulses,Maize
Clay,6.72,Low,Rabi,Tamil Nadu,Rice,Cotton
Red,7.81,Low,Kharif,Bihar,None,Sugarcane
Clay,7.23,Medium,Kharif,Maharashtra,Rice,Rice
Laterite,6.91,Low,Zaid,Maharashtra,Maize,Banana
Loamy,5.22,Medium,Zaid,Karnataka,Wheat,Cotton
Alluvial,4.79,Low,Zaid,Maharashtra,Rice,Rice
Black,6.47,Medium,Zaid,Bihar,Cotton,Pulses
Alluvial,6.98,Low,Rabi,Tamil Nadu,Groundnut,Cotton
Red,6.15,Low,Rabi,Gujarat,Maize,Cumin
Alluvial,8.17,High,Zaid,Bihar,Pulses,Sugarcane
Laterite,5.17,Low,Rabi,Punjab,Groundnut,Maize
Laterite,7.2,High,Zaid,Bihar,Cotton,Soybean
Loamy,5.42,Low,Zaid,Tamil Nadu,None,Soybean
Laterite,4.78,High,Zaid,Tamil Nadu,Maize,Soybean
Black,6.12,Low,Zaid,Gujarat,None,Banana
Sandy,6.22,Medium,Zaid,Haryana,Cotton,Groundnut
Black,7.63,Medium,Zaid,Gujarat,Sugarcane,Cumin
Black,6.51,High,Rabi,Gujarat,Pulses,Rice
Alluvial,6.56,Low,Zaid,Tamil Nadu,None,Sugarcane
Red,7.33,Low,Zaid,Gujarat,Rice,Rice
Loamy,6.41,Medium,Rabi,Tamil Nadu,None,Soybean
Laterite,8.34,High,Zaid,Kerala,Cotton,Wheat
Sandy,5.42,Medium,Zaid,Bihar,None,Rice
Black,7.77,Low,Rabi,Uttar Pradesh,None,Sugarcane
Alluvial,7.55,Low,Rabi,Punjab,None,Banana
Red,7.92,High,Rabi,Karnataka,None,Wheat
Sandy,6.37,High,Kharif,Karnataka,None,Soybean
Alluvial,7.42,Low,Rabi,Telangana,Maize,Groundnut
Loamy,7.6,Medium,Rabi,Kerala,Rice,Groundnut
Red,6.12,Low,Rabi,Punjab,Rice,Rice
Black,5.19,Low,Rabi,Bihar,Sugarcane,Banana
Laterite,5.24,Medium,Zaid,Karnataka,Cotton,Groundnut
Red,7.31,Medium,Rabi,Karnataka,Wheat,Banana
Sandy,7.03,High,Rabi,Bihar,Groundnut,Pulses
Clay,7.23,Medium,Zaid,Bihar,Maize,Pulses
Black,8.03,Medium,Zaid,Uttar Pradesh,Groundnut,Cumin
Clay,4.72,High,Kharif,Maharashtra,Cotton,Soybean
Clay,7.14,Medium,Rabi,Karnataka,Wheat,Rice
Red,6.5,Medium,Rabi,Karnataka,Maize,Maize
Sandy,8.14,Low,Zaid,Maharashtra,Cotton,Cumin
Red,7.15,High,Rabi,Telangana,Groundnut,Maize
Laterite,8.12,Medium,Zaid,Tamil Nadu,Groundnut,Cumin
Sandy,8.39,Medium,Kharif,Telangana,Wheat,Maize
Alluvial,6.87,Low,Zaid,Maharashtra,None,Cotton
Red,7.18,Medium,Kharif,Bihar,Maize,Sugarcane
Red,6.31,High,Kharif,Karnataka,Maize,Banana
Black,7.35,Low,Rabi,Uttar Pradesh,Pulses,Wheat
Black,4.73,Medium,Zaid,Gujarat,Rice,Wheat
Clay,6.53,Medium,Zaid,Gujarat,None,Banana
Clay,4.76,Low,Rabi,Telangana,Rice,Cotton
Sandy,6.48,High,Rabi,Kerala,Wheat,Maize
Laterite,5.55,Medium,Rabi,Bihar,Rice,Soybean
Laterite,5.97,Medium,Zaid,Kerala,Rice,Cotton
Clay,6.22,High,Zaid,Bihar,Rice,Maize
Laterite,5.43,Low,Zaid,Uttar Pradesh,Sugarcane,Pulses
Loamy,8.09,High,Zaid,Karnataka,Wheat,Banana
Laterite,6.95,High,Zaid,Uttar Pradesh,Rice,Groundnut
Alluvial,6.17,High,Zaid,Kerala,Sugarcane,Groundnut
Alluvial,8.41,Low,Zaid,Punjab,Sugarcane,Wheat
Loamy,7.21,Medium,Rabi,Gujarat,Maize,Soybean
Alluvial,6.86,Medium,Rabi,Telangana,None,Sugarcane
Red,4.62,Medium,Zaid,Tamil Nadu,Cotton,Cumin
Sandy,6.78,Medium,Zaid,Gujarat,None,Sugarcane
Red,8.14,Medium,Rabi,Maharashtra,Sugarcane,Cumin
Clay,7.94,Medium,Kharif,Bihar,Pulses,Pulses
Alluvial,5.35,High,Zaid,Maharashtra,Cotton,Pulses
Sandy,7.13,High,Kharif,Tamil Nadu,Sugarcane,Rice
Clay,6.87,Medium,Zaid,Karnataka,Wheat,Sugarcane
Alluvial,6.68,Medium,Rabi,Bihar,Sugarcane,Sugarcane
Red,5.31,Medium,Rabi,Bihar,Groundnut,Rice
Clay,4.62,High,Kharif,Karnataka,Wheat,Rice
Laterite,4.55,High,Zaid,Punjab,Wheat,Sugarcane
Red,7.2,High,Rabi,Telangana,Rice,Cumin
Black,4.51,Medium,Rabi,Kerala,Wheat,Soybean
Alluvial,5.4,High,Rabi,Uttar Pradesh,Maize,Groundnut
Red,6.22,High,Rabi,Tamil Nadu,None,Soybean
Red,6.59,High,Zaid,Telangana,Maize,Rice
Black,4.8,High,Rabi,Kerala,Maize,Sugarcane
Clay,6.94,Low,Zaid,Haryana,Maize,Pulses
Red,6.99,High,Rabi,Uttar Pradesh,Cotton,Banana
Clay,6.2,High,Zaid,Punjab,Groundnut,Soybean
Loamy,4.79,Low,Zaid,Maharashtra,Groundnut,Banana
Clay,7.81,High,Zaid,Karnataka,None,Rice
Laterite,5.85,High,Rabi,Telangana,Sugarcane,Banana
Sandy,8.12,High,Zaid,Karnataka,Rice,Banana
Alluvial,5.2,Medium,Zaid,Karnataka,Maize,Wheat
Loamy,8.43,Low,Zaid,Gujarat,Groundnut,Maize
Clay,5.99,Low,Zaid,Maharashtra,Wheat,Cumin
Loamy,7.96,High,Zaid,Tamil Nadu,Sugarcane,Sugarcane
Sandy,6.67,Medium,Zaid,Bihar,Maize,Groundnut
Red,8.25,High,Zaid,Uttar Pradesh,Wheat,Cumin
Clay,8.03,Low,Kharif,Karnataka,Sugarcane,Maize
Clay,4.83,High,Rabi,Kerala,Pulses,Pulses
Loamy,8.11,Low,Kharif,Haryana,None,Banana
Loamy,8.14,High,Zaid,Maharashtra,Rice,Cotton
Loamy,6.95,Medium,Zaid,Tamil Nadu,Wheat,Groundnut
Red,5.64,Medium,Zaid,Telangana,Sugarcane,Sugarcane
Loamy,5.03,Medium,Zaid,Uttar Pradesh,Wheat,Banana
Red,8.2,High,Rabi,Haryana,Pulses,Pulses
Alluvial,5.6,Medium,Zaid,Uttar Pradesh,None,Cumin
Loamy,7.45,Medium,Zaid,Maharashtra,None,Banana
Alluvial,7.01,Low,Zaid,Bihar,Groundnut,Groundnut
Sandy,8.43,Medium,Zaid,Punjab,Sugarcane,Sugarcane
Red,7.3,High,Zaid,Karnataka,Cotton,Soybean
Laterite,5.0,Medium,Rabi,Gujarat,Maize,Sugarcane
Black,7.03,High,Rabi,Uttar Pradesh,Cotton,Wheat
Clay,4.57,High,Rabi,Haryana,Pulses,Groundnut
Loamy,5.18,Low,Kharif,Karnataka,None,Cotton
Sandy,6.09,High,Rabi,Karnataka,None,Cotton
Red,6.28,High,Zaid,Telangana,Rice,Groundnut
Loamy,7.69,Low,Rabi,Kerala,Maize,Maize
Laterite,6.24,Medium,Kharif,Kerala,Wheat,Banana
Sandy,5.55,Medium,Rabi,Tamil Nadu,Maize,Groundnut
Loamy,7.48,Medium,Rabi,Uttar Pradesh,Pulses,Groundnut
Loamy,7.95,Low,Kharif,Karnataka,Rice,Rice
Laterite,5.17,Low,Rabi,Maharashtra,Rice,Groundnut
Red,6.51,Low,Rabi,Bihar,Maize,Cumin
Clay,5.55,High,Rabi,Haryana,Groundnut,Sugarcane
Loamy,5.29,High,Rabi,Bihar,Rice,Cotton
Laterite,8.05,Low,Rabi,Karnataka,Groundnut,Soybean
Loamy,6.42,Medium,Zaid,Haryana,Rice,Cumin
Clay,7.88,High,Zaid,Tamil Nadu,Wheat,Sugarcane
Loamy,5.36,High,Rabi,Bihar,Wheat,Cotton
Loamy,6.37,Medium,Rabi,Karnataka,Cotton,Sugarcane
Sandy,8.46,Low,Zaid,Telangana,None,Soybean
Sandy,5.26,Low,Kharif,Punjab,Wheat,Groundnut
Red,6.88,Medium,Zaid,Gujarat,Groundnut,Groundnut
Loamy,5.53,Medium,Zaid,Gujarat,Wheat,Cumin
Black,6.87,Medium,Zaid,Gujarat,Wheat,Rice
Black,6.8,High,Zaid,Telangana,None,Cumin
Clay,4.64,Low,Rabi,Tamil Nadu,Rice,Pulses
Laterite,5.94,High,Zaid,Karnataka,Wheat,Soybean
Laterite,5.17,High,Kharif,Karnataka,Sugarcane,Maize
Clay,6.36,High,Kharif,Maharashtra,Groundnut,Cumin
Sandy,5.75,High,Zaid,Kerala,Wheat,Cumin
Alluvial,6.56,Medium,Rabi,Gujarat,Sugarcane,Soybean
Red,7.52,Low,Rabi,Maharashtra,Cotton,Cumin
Black,6.65,High,Rabi,Kerala,Cotton,Groundnut
Sandy,6.41,Medium,Rabi,Uttar Pradesh,Maize,Soybean
Alluvial,7.41,High,Rabi,Haryana,None,Soybean
Sandy,6.1,Medium,Zaid,Haryana,Groundnut,Pulses
Laterite,7.87,Medium,Rabi,Punjab,Cotton,Groundnut
Alluvial,7.8,Medium,Rabi,Gujarat,None,Maize
Laterite,5.2,Medium,Kharif,Karnataka,Cotton,Groundnut
Black,6.2,Medium,Rabi,Maharashtra,Maize,Soybean
Laterite,5.64,Low,Rabi,Bihar,Maize,Wheat
Red,4.97,Medium,Rabi,Haryana,Rice,Soybean
Red,6.01,Medium,Rabi,Uttar Pradesh,Groundnut,Cumin
Black,4.69,Low,Kharif,Kerala,Cotton,Maize
Clay,4.74,Medium,Zaid,Uttar Pradesh,Groundnut,Maize
Clay,5.83,Low,Zaid,Maharashtra,Sugarcane,Pulses
Sandy,6.32,Medium,Rabi,Maharashtra,Cotton,Cumin
Clay,8.1,Medium,Zaid,Punjab,Pulses,Pulses
Clay,7.76,High,Zaid,Karnataka,Maize,Rice
Black,7.95,High,Rabi,Karnataka,None,Pulses
Alluvial,8.34,Low,Kharif,Uttar Pradesh,Sugarcane,Sugarcane
Red,6.27,Low,Rabi,Telangana,Wheat,Rice
Red,7.16,Medium,Rabi,Maharashtra,None,Groundnut
Sandy,7.95,Low,Zaid,Punjab,Groundnut,Pulses
Laterite,5.8,Low,Rabi,Gujarat,Sugarcane,Banana
Loamy,5.42,High,Kharif,Uttar Pradesh,Wheat,Wheat
Clay,7.22,High,Rabi,Haryana,Groundnut,Cotton
Alluvial,5.83,Medium,Zaid,Bihar,Groundnut,Soybean
Sandy,7.23,Low,Rabi,Kerala,Sugarcane,Cotton
Loamy,7.85,High,Kharif,Karnataka,Sugarcane,Pulses
Sandy,6.87,High,Zaid,Punjab,Pulses,Cotton
Red,7.57,High,Zaid,Bihar,Cotton,Pulses
Laterite,8.18,High,Rabi,Maharashtra,Groundnut,Cotton
Alluvial,5.78,Low,Rabi,Uttar Pradesh,Pulses,Groundnut
Red,4.94,High,Zaid,Telangana,Rice,Cumin
Sandy,6.89,Low,Rabi,Maharashtra,Cotton,Cotton
Alluvial,7.96,High,Zaid,Karnataka,Wheat,Rice
Red,5.21,High,Zaid,Bihar,Pulses,Sugarcane
Clay,7.63,High,Rabi,Karnataka,Sugarcane,Pulses
Loamy,5.88,Low,Zaid,Karnataka,Cotton,Soybean
Loamy,6.08,High,Rabi,Haryana,None,Soybean
Sandy,6.86,High,Rabi,Telangana,Pulses,Pulses
Sandy,6.6,Low,Rabi,Haryana,Rice,Cotton
Clay,5.69,Medium,Zaid,Karnataka,Groundnut,Wheat
Laterite,7.19,Medium,Kharif,Bihar,Sugarcane,Banana
Loamy,4.93,Medium,Rabi,Punjab,None,Sugarcane
Sandy,5.32,High,Zaid,Karnataka,Cotton,Cumin
Red,7.94,Low,Zaid,Telangana,None,Sugarcane
Sandy,6.07,Low,Rabi,Maharashtra,Pulses,Groundnut
Alluvial,5.26,Medium,Zaid,Telangana,Pulses,Sugarcane
Black,8.18,Medium,Zaid,Karnataka,Pulses,Wheat
Laterite,5.2,Low,Rabi,Uttar Pradesh,Pulses,Rice
Clay,4.56,Low,Rabi,Maharashtra,Cotton,Sugarcane
Black,7.66,Low,Rabi,Kerala,Cotton,Rice
Sandy,8.33,Low,Rabi,Maharashtra,None,Cumin
Black,7.78,Medium,Zaid,Kerala,Maize,Sugarcane
Black,5.99,Low,Kharif,Haryana,Pulses,Cotton
Red,6.72,Low,Rabi,Gujarat,None,Pulses
Loamy,7.8,Medium,Rabi,Telangana,Maize,Cumin
Clay,7.9,Low,Rabi,Tamil Nadu,Wheat,Sugarcane
Laterite,4.78,High,Rabi,Kerala,None,Maize
Alluvial,6.51,Medium,Rabi,Gujarat,Wheat,Pulses
Laterite,8.19,Low,Zaid,Karnataka,Wheat,Rice
Clay,6.12,High,Zaid,Maharashtra,Groundnut,Groundnut
Black,5.94,Medium,Rabi,Bihar,Maize,Banana
Laterite,4.85,High,Rabi,Gujarat,Maize,Banana
Laterite,5.99,High,Zaid,Telangana,Cotton,Sugarcane
Alluvial,8.28,Low,Rabi,Karnataka,Wheat,Cumin
Red,5.37,Medium,Rabi,Maharashtra,Rice,Pulses
Black,8.12,Low,Kharif,Maharashtra,Groundnut,Cumin
Loamy,6.74,High,Rabi,Karnataka,Sugarcane,Sugarcane
Laterite,5.93,Low,Kharif,Gujarat,None,Cumin
Black,6.17,Low,Zaid,Kerala,Wheat,Wheat
Alluvial,4.72,Low,Rabi,Haryana,Rice,Soybean
Alluvial,5.44,Medium,Zaid,Telangana,None,Wheat
Loamy,6.47,Medium,Kharif,Telangana,Pulses,Maize
Clay,7.17,High,Rabi,Kerala,Groundnut,Soybean
Alluvial,7.51,Medium,Rabi,Kerala,Sugarcane,Maize
Clay,5.2,Low,Zaid,Gujarat,Rice,Groundnut
Laterite,5.89,Medium,Rabi,Bihar,Sugarcane,Groundnut
Clay,5.29,Low,Kharif,Telangana,Rice,Maize
Red,8.47,High,Rabi,Uttar Pradesh,Cotton,Cumin
Red,7.47,High,Kharif,Kerala,Maize,Groundnut
Clay,8.01,High,Zaid,Gujarat,Sugarcane,Rice
Loamy,7.78,Low,Kharif,Kerala,Wheat,Sugarcane
Sandy,8.02,High,Rabi,Bihar,Maize,Rice
Black,7.73,Medium,Rabi,Gujarat,Groundnut,Cumin
Clay,5.58,Medium,Zaid,Maharashtra,None,Maize
Red,6.45,High,Kharif,Uttar Pradesh,Pulses,Sugarcane
Loamy,5.08,Medium,Kharif,Bihar,Maize,Cumin
Black,5.31,Low,Zaid,Karnataka,Maize,Banana
Loamy,6.46,Low,Rabi,Punjab,None,Sugarcane
Red,4.79,High,Kharif,Gujarat,None,Cotton
Clay,6.78,Medium,Zaid,Gujarat,Wheat,Sugarcane
Laterite,6.1,High,Rabi,Punjab,Groundnut,Soybean
Black,6.64,Medium,Rabi,Telangana,Pulses,Maize
Red,6.24,Low,Zaid,Kerala,Cotton,Cotton
Sandy,5.39,Low,Zaid,Kerala,Maize,Pulses
Clay,5.89,High,Rabi,Karnataka,Rice,Sugarcane
Clay,4.65,Medium,Kharif,Tamil Nadu,Groundnut,Maize
Black,8.0,Low,Zaid,Telangana,Cotton,Cumin
Alluvial,7.03,High,Kharif,Uttar Pradesh,Cotton,Cumin
Laterite,6.3,Low,Rabi,Kerala,Pulses,Pulses
Laterite,5.68,High,Rabi,Haryana,Maize,Soybean
Red,6.42,High,Zaid,Gujarat,Maize,Cumin
Laterite,5.02,High,Kharif,Maharashtra,Cotton,Maize
Laterite,8.42,Medium,Rabi,Gujarat,Groundnut,Soybean
Sandy,5.8,Medium,Rabi,Bihar,None,Pulses
Sandy,8.39,High,Zaid,Maharashtra,Cotton,Rice
Laterite,5.56,High,Zaid,Punjab,Pulses,Cumin
Laterite,6.14,Medium,Zaid,Haryana,Maize,Cumin
Black,7.01,High,Rabi,Haryana,Pulses,Wheat
Red,5.34,High,Rabi,Punjab,Rice,Soybean
Clay,6.31,Medium,Zaid,Gujarat,Sugarcane,Cotton
Sandy,7.08,Medium,Zaid,Bihar,Cotton,Rice
Black,7.23,High,Zaid,Uttar Pradesh,Groundnut,Soybean
Alluvial,5.96,Medium,Zaid,Haryana,None,Wheat
Laterite,7.42,Medium,Rabi,Gujarat,Maize,Maize
Black,7.81,Medium,Kharif,Gujarat,Groundnut,Cumin
Laterite,5.5,Medium,Zaid,Bihar,Pulses,Groundnut
Black,6.06,High,Zaid,Uttar Pradesh,Groundnut,Wheat
Clay,5.81,High,Zaid,Telangana,None,Maize
Alluvial,5.06,Low,Rabi,Telangana,Rice,Rice
Black,8.4,Low,Zaid,Gujarat,Rice,Rice
Alluvial,6.61,Medium,Rabi,Karnataka,Groundnut,Maize
Laterite,8.45,Low,Zaid,Tamil Nadu,None,Soybean
Clay,5.28,Low,Zaid,Maharashtra,Maize,Sugarcane
Alluvial,6.75,Low,Kharif,Tamil Nadu,Cotton,Cumin
Black,5.1,Medium,Zaid,Uttar Pradesh,None,Maize
Alluvial,5.92,High,Zaid,Maharashtra,Pulses,Maize
Sandy,5.55,High,Rabi,Karnataka,Sugarcane,Banana
Black,7.37,High,Rabi,Karnataka,Wheat,Maize
Sandy,7.09,Low,Zaid,Telangana,None,Banana
Laterite,4.8,Low,Kharif,Telangana,None,Groundnut
Laterite,7.42,High,Kharif,Haryana,Pulses,Wheat
Loamy,8.07,Medium,Kharif,Tamil Nadu,Sugarcane,Wheat
Loamy,7.86,High,Zaid,Uttar Pradesh,Pulses,Soybean
Red,7.77,Medium,Rabi,Karnataka,Rice,Wheat
Clay,5.63,Medium,Rabi,Punjab,Pulses,Rice
Laterite,7.77,High,Rabi,Kerala,Sugarcane,Maize
Clay,4.99,Low,Zaid,Karnataka,Sugarcane,Banana
Laterite,4.76,Medium,Kharif,Maharashtra,None,Sugarcane
Alluvial,6.54,Low,Kharif,Tamil Nadu,Cotton,Wheat
Laterite,4.6,Low,Zaid,Bihar,Cotton,Rice
Laterite,6.39,Low,Zaid,Gujarat,Maize,Maize
Loamy,5.0,Low,Zaid,Haryana,Rice,Rice
Laterite,4.85,Low,Zaid,Gujarat,Rice,Sugarcane
Clay,8.01,Low,Kharif,Punjab,Rice,Sugarcane
Alluvial,6.71,Medium,Zaid,Haryana,Wheat,Wheat
Black,4.7,High,Rabi,Bihar,Rice,Sugarcane
Clay,7.06,Medium,Zaid,Kerala,Maize,Rice
Red,6.42,Medium,Zaid,Kerala,Maize,Cumin
Sandy,6.56,Low,Kharif,Punjab,Cotton,Groundnut
Sandy,7.16,Low,Zaid,Kerala,Wheat,Rice
Red,6.39,Low,Rabi,Tamil Nadu,Rice,Pulses
Loamy,4.83,Medium,Zaid,Maharashtra,Pulses,Soybean
Clay,8.39,Low,Zaid,Gujarat,Groundnut,Soybean
Laterite,6.27,High,Zaid,Haryana,None,Maize
Alluvial,6.52,Medium,Zaid,Haryana,Pulses,Sugarcane
Alluvial,6.33,High,Zaid,Haryana,Rice,Banana
